source_dataset_year,postcode,suburb,suburb_key,region_label,property_type,series_window,series_granularity,date,rental_yield_ratio,rental_yield_percent,sales_count_house_source_csv,sales_count_apartment_source_csv,source_url
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,house,10y,yearly,2016-06-30,0.02995,2.995,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,house,10y,yearly,2017-06-30,0.0266,2.66,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,house,10y,yearly,2018-06-30,0.0299,2.99,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,house,10y,yearly,2019-06-30,0.0333,3.33,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,house,10y,yearly,2020-06-30,0.02845,2.845,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,house,10y,yearly,2021-06-30,0.0259,2.59,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,house,10y,yearly,2022-06-30,0.0239,2.39,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,house,10y,yearly,2023-06-30,0.0289,2.89,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,house,10y,yearly,2024-06-30,0.0306,3.06,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,house,10y,yearly,2025-06-30,0.0258,2.58,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,house,10y,yearly,2026-06-30,0.0306,3.06,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,unit,10y,yearly,2016-06-30,0.05765,5.765,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,unit,10y,yearly,2017-06-30,0.051,5.1,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,unit,10y,yearly,2018-06-30,0.0534,5.34,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,unit,10y,yearly,2019-06-30,0.05405,5.405,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,unit,10y,yearly,2020-06-30,0.05075,5.075,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,unit,10y,yearly,2021-06-30,0.03835,3.835,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,unit,10y,yearly,2022-06-30,0.0389,3.89,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,unit,10y,yearly,2023-06-30,0.04735,4.735,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,unit,10y,yearly,2024-06-30,0.0578,5.78,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,unit,10y,yearly,2025-06-30,0.06175,6.175,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2007,Ultimo,metropolitan-sydney:2007:ULTIMO,Metropolitan Sydney,unit,10y,yearly,2026-06-30,0.0648,6.48,11,110,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2007-ultimo
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,house,10y,yearly,2016-06-30,0.03135,3.135,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,house,10y,yearly,2017-06-30,0.02545,2.545,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,house,10y,yearly,2018-06-30,0.02845,2.845,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,house,10y,yearly,2019-06-30,0.03415,3.415,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,house,10y,yearly,2020-06-30,0.03125,3.125,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,house,10y,yearly,2021-06-30,0.0283,2.83,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,house,10y,yearly,2022-06-30,0.0238,2.38,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,house,10y,yearly,2023-06-30,0.03005,3.005,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,house,10y,yearly,2024-06-30,0.033,3.3,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,house,10y,yearly,2025-06-30,0.03145,3.145,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,house,10y,yearly,2026-06-30,0.03095,3.095,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,unit,10y,yearly,2016-06-30,0.0409,4.09,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,unit,10y,yearly,2017-06-30,0.03835,3.835,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,unit,10y,yearly,2018-06-30,0.04075,4.075,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,unit,10y,yearly,2019-06-30,0.04185,4.185,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,unit,10y,yearly,2020-06-30,0.04025,4.025,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,unit,10y,yearly,2021-06-30,0.0345,3.45,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,unit,10y,yearly,2022-06-30,0.03365,3.365,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,unit,10y,yearly,2023-06-30,0.0467,4.67,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,unit,10y,yearly,2024-06-30,0.0514,5.14,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,unit,10y,yearly,2025-06-30,0.0545,5.45,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2008,Chippendale,metropolitan-sydney:2008:CHIPPENDALE,Metropolitan Sydney,unit,10y,yearly,2026-06-30,0.0583,5.83,10,92,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2008-chippendale
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,house,10y,yearly,2016-06-30,0.03165,3.165,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,house,10y,yearly,2017-06-30,0.02685,2.685,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,house,10y,yearly,2018-06-30,0.0281,2.81,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,house,10y,yearly,2019-06-30,0.029,2.9,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,house,10y,yearly,2020-06-30,0.0259,2.59,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,house,10y,yearly,2021-06-30,0.02335,2.335,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,house,10y,yearly,2022-06-30,0.0202,2.02,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,house,10y,yearly,2023-06-30,0.026,2.6,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,house,10y,yearly,2024-06-30,0.025,2.5,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,house,10y,yearly,2025-06-30,0.0247,2.47,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,house,10y,yearly,2026-06-30,0.02535,2.535,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,unit,10y,yearly,2016-06-30,0.0389,3.89,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,unit,10y,yearly,2017-06-30,0.03535,3.535,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,unit,10y,yearly,2018-06-30,0.03565,3.565,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,unit,10y,yearly,2019-06-30,0.03725,3.725,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,unit,10y,yearly,2020-06-30,0.03195,3.195,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,unit,10y,yearly,2021-06-30,0.0274,2.74,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,unit,10y,yearly,2022-06-30,0.0257,2.57,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,unit,10y,yearly,2023-06-30,0.0331,3.31,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,unit,10y,yearly,2024-06-30,0.0343,3.43,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,unit,10y,yearly,2025-06-30,0.036,3.6,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Darlinghurst,metropolitan-sydney:2010:DARLINGHURST,Metropolitan Sydney,unit,10y,yearly,2026-06-30,0.03815,3.815,35,142,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-darlinghurst
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,house,10y,yearly,2016-06-30,0.03205,3.205,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,house,10y,yearly,2017-06-30,0.0279,2.79,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,house,10y,yearly,2018-06-30,0.03125,3.125,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,house,10y,yearly,2019-06-30,0.03225,3.225,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,house,10y,yearly,2020-06-30,0.02705,2.705,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,house,10y,yearly,2021-06-30,0.0249,2.49,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,house,10y,yearly,2022-06-30,0.0216,2.16,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,house,10y,yearly,2023-06-30,0.0279,2.79,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,house,10y,yearly,2024-06-30,0.0273,2.73,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,house,10y,yearly,2025-06-30,0.02605,2.605,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,house,10y,yearly,2026-06-30,0.0256,2.56,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,unit,10y,yearly,2016-06-30,0.04265,4.265,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,unit,10y,yearly,2017-06-30,0.0389,3.89,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,unit,10y,yearly,2018-06-30,0.03975,3.975,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,unit,10y,yearly,2019-06-30,0.04095,4.095,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,unit,10y,yearly,2020-06-30,0.03745,3.745,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,unit,10y,yearly,2021-06-30,0.03265,3.265,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,unit,10y,yearly,2022-06-30,0.032,3.2,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,unit,10y,yearly,2023-06-30,0.04025,4.025,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,unit,10y,yearly,2024-06-30,0.04085,4.085,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,unit,10y,yearly,2025-06-30,0.04185,4.185,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2010,Surry Hills,metropolitan-sydney:2010:SURRY HILLS,Metropolitan Sydney,unit,10y,yearly,2026-06-30,0.04435,4.435,52,182,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2010-surry-hills
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,house,10y,yearly,2016-06-30,0.0319,3.19,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,house,10y,yearly,2017-06-30,0.028,2.8,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,house,10y,yearly,2018-06-30,0.0298,2.98,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,house,10y,yearly,2019-06-30,0.0333,3.33,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,house,10y,yearly,2020-06-30,0.0281,2.81,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,house,10y,yearly,2021-06-30,0.02695,2.695,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,house,10y,yearly,2022-06-30,0.02315,2.315,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,house,10y,yearly,2023-06-30,0.02825,2.825,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,house,10y,yearly,2024-06-30,0.0269,2.69,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,house,10y,yearly,2025-06-30,0.0261,2.61,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,house,10y,yearly,2026-06-30,0.02595,2.595,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,unit,10y,yearly,2016-06-30,0.04345,4.345,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,unit,10y,yearly,2017-06-30,0.0408,4.08,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,unit,10y,yearly,2018-06-30,0.04255,4.255,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,unit,10y,yearly,2019-06-30,0.0435,4.35,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,unit,10y,yearly,2020-06-30,0.04085,4.085,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,unit,10y,yearly,2021-06-30,0.03445,3.445,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,unit,10y,yearly,2022-06-30,0.0344,3.44,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,unit,10y,yearly,2023-06-30,0.0446,4.46,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,unit,10y,yearly,2024-06-30,0.0464,4.64,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,unit,10y,yearly,2025-06-30,0.04585,4.585,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2015,Alexandria,metropolitan-sydney:2015:ALEXANDRIA,Metropolitan Sydney,unit,10y,yearly,2026-06-30,0.0472,4.72,38,152,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2015-alexandria
2026,2016,Redfern,metropolitan-sydney:2016:REDFERN,Metropolitan Sydney,house,10y,yearly,2016-06-30,0.0332,3.32,49,103,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2016-redfern
2026,2016,Redfern,metropolitan-sydney:2016:REDFERN,Metropolitan Sydney,house,10y,yearly,2017-06-30,0.0284,2.84,49,103,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2016-redfern
2026,2016,Redfern,metropolitan-sydney:2016:REDFERN,Metropolitan Sydney,house,10y,yearly,2018-06-30,0.0313,3.13,49,103,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2016-redfern
2026,2016,Redfern,metropolitan-sydney:2016:REDFERN,Metropolitan Sydney,house,10y,yearly,2019-06-30,0.0339,3.39,49,103,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2016-redfern
2026,2016,Redfern,metropolitan-sydney:2016:REDFERN,Metropolitan Sydney,house,10y,yearly,2020-06-30,0.02885,2.885,49,103,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2016-redfern
2026,2016,Redfern,metropolitan-sydney:2016:REDFERN,Metropolitan Sydney,house,10y,yearly,2021-06-30,0.0264,2.64,49,103,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2016-redfern
2026,2016,Redfern,metropolitan-sydney:2016:REDFERN,Metropolitan Sydney,house,10y,yearly,2022-06-30,0.02185,2.185,49,103,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2016-redfern
2026,2016,Redfern,metropolitan-sydney:2016:REDFERN,Metropolitan Sydney,house,10y,yearly,2023-06-30,0.029,2.9,49,103,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2016-redfern
2026,2016,Redfern,metropolitan-sydney:2016:REDFERN,Metropolitan Sydney,house,10y,yearly,2024-06-30,0.0278,2.78,49,103,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2016-redfern
2026,2016,Redfern,metropolitan-sydney:2016:REDFERN,Metropolitan Sydney,house,10y,yearly,2025-06-30,0.0267,2.67,49,103,https://www.yourinvestmentpropertymag.com.au/top-suburbs/nsw/2016-redfern
